what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1652253692664
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1652253694621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1652253729971
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1652253733515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1652253917308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1652253920311
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1652253930478
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1652253933187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1652253940131
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1652253946588
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1652253958431
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1652253963534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1652253977612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1652253984416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1652253991592
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1652253993796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1652254070485
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1652254072380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1652254077966
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1652254084426
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1652254237776
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1652254241388
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1652254246099
error,log,,,"Core exception while retrieving the content description",1652254265736
error,log,,,"Core exception while retrieving the content description",1652254265740
error,log,,,"Core exception while retrieving the content description",1652254265744
error,log,,,"Core exception while retrieving the content description",1652254265748
error,log,,,"Core exception while retrieving the content description",1652254265786
error,log,,,"Core exception while retrieving the content description",1652254265790
error,log,,,"Core exception while retrieving the content description",1652254265793
error,log,,,"Core exception while retrieving the content description",1652254265796
