what,kind,bundleId,bundleVersion,description,time
java.vm.specification.version,sysinfo,,,"1.7",1650601492549
java.vm.vendor,sysinfo,,,"Oracle Corporation",1650601492549
java.vm.version,sysinfo,,,"22.0-b10",1650601492549
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1650601495576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1650601499022
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1650601507119
started,bundle,com.sysdeo.eclipse.tomcat,3.3.0,"com.sysdeo.eclipse.tomcat",1650601511197
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1650601511404
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1650601511498
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1650601511649
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1650601522371
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1650601618566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1650601622390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1650602059949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1650602061120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1650602064324
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1650602064696
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1650602064963
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1650602065111
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1650602065111
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1650602065112
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1650602065113
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1650602065114
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1650602065115
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1650617462420
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1650617462431
