what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1655524077462
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1655524077463
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1655524077463
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1655524077463
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1655524077463
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1655524077463
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1655524077466
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1655524077467
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1655524077467
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1655524077469
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1655524077471
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1655524077472
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1655524077498
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1655524077518
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1655524077518
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1655524077524
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1655524077536
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1655524077546
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1655524077546
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1655524077546
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1655524077546
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1655524077546
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1655524077614
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1655524077622
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1655524077625
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1655524077627
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1655524077629
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1655524077654
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1655524077660
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1655524077663
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1655524077665
os,sysinfo,,,"win32",1655524077673
arch,sysinfo,,,"x86",1655524077673
ws,sysinfo,,,"win32",1655524077673
locale,sysinfo,,,"en_US",1655524077673
processors,sysinfo,,,"8",1655524077673
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1655524077673
java.runtime.version,sysinfo,,,"1.7.0_02-b13",1655524077673
java.specification.name,sysinfo,,,"Java Platform API Specification",1655524077673
java.specification.vendor,sysinfo,,,"Oracle Corporation",1655524077673
java.specification.version,sysinfo,,,"1.7",1655524077673
java.vendor,sysinfo,,,"Oracle Corporation",1655524077673
java.version,sysinfo,,,"1.7.0_02",1655524077673
java.vm.info,sysinfo,,,"mixed mode, sharing",1655524077673
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1655524077673
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1655524077673
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1655524077673
java.vm.specification.version,sysinfo,,,"1.7",1655524077673
java.vm.vendor,sysinfo,,,"Oracle Corporation",1655524077673
java.vm.version,sysinfo,,,"22.0-b10",1655524077673
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1655524077996
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1655524078118
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1655524078772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1655524080624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1655524083772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1655524094313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1655524119440
started,bundle,com.sysdeo.eclipse.tomcat,3.3.0,"com.sysdeo.eclipse.tomcat",1655524124007
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1655524124547
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1655524124831
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1655524125529
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1655524134782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1655524531323
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1655524534568
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1655524534650
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1655524535747
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1655524535850
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1655524538244
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1655524538306
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1655524538395
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1655524545792
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1655524545849
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1655524552933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1655524561752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1655524664737
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1655524666428
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1655524667812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1655524696683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1655526986440
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1655526991502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1655527085847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1655527097269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1655527794995
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1655528002556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1655528015631
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1655528016024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1655528024159
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1655529249294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1655529255272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1655529316545
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1655529614166
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1655529614193
